totalSaleAmount,saleType,saleID,employeeEmail,customerEmail,itemID
3950.09,instore,41501641,jonesjason@hotmail.com,swagner@hotmail.com,95
5167.22,order,41507117,rodriguezemily@hotmail.com,vvelazquez@hotmail.com,135
4626.84,order,41626221,hillrichard@yahoo.com,herrerajacqueline@gmail.com,100
4995.63,instore,41632550,qmartinez@yahoo.com,randy38@hotmail.com,122
7649.83,order,41657676,ingrambrittany@yahoo.com,ifowler@hotmail.com,160
1285.79,instore,41721544,robertsangelica@yahoo.com,josephodom@hotmail.com,149
1176.99,order,41847459,susanmartinez@hotmail.com,johnsonrobert@gmail.com,7
7786.37,order,41875469,susan94@gmail.com,qturner@gmail.com,185
6059.31,order,41927779,ericacarter@gmail.com,hmeyer@gmail.com,9
5051.21,instore,41964118,maureen37@hotmail.com,jpruitt@gmail.com,63
9878.26,instore,42035497,adamsjason@gmail.com,stevenrobbins@gmail.com,161
4567.49,order,42039914,aaron16@yahoo.com,john85@yahoo.com,151
5676.71,order,42083955,churchbrandi@gmail.com,janetjackson@hotmail.com,148
2470.54,order,42187615,kimberly23@gmail.com,antonio16@hotmail.com,169
954.69,order,42207993,reginaldmcconnell@gmail.com,dennis77@yahoo.com,77
6677.69,order,42247975,dawnturner@hotmail.com,blackmallory@hotmail.com,13
3775.63,instore,42268635,matthewsimon@gmail.com,herrerajacqueline@gmail.com,71
9187.33,instore,42373483,russellsean@hotmail.com,qturner@gmail.com,200
9470.88,order,42434252,steven22@yahoo.com,josephodom@hotmail.com,180
1237.45,instore,42466703,rsuarez@gmail.com,manuel09@yahoo.com,88
2337.47,order,42494898,pamelabrennan@gmail.com,jpruitt@gmail.com,53
4578.44,order,42543176,djohns@hotmail.com,iking@gmail.com,151
7468.18,order,42546863,riosjames@hotmail.com,coxregina@yahoo.com,93
2914.22,instore,42570554,christophergillespie@yahoo.com,tylerward@hotmail.com,89
2866.27,order,42714521,johnbriggs@yahoo.com,jpruitt@gmail.com,49
9483.87,order,42772651,richteresa@hotmail.com,sarah40@hotmail.com,152
9171.61,order,42793083,carriemurphy@yahoo.com,vvelazquez@hotmail.com,131
6135.82,instore,42834540,vsanders@hotmail.com,zacharyluna@yahoo.com,83
3138.09,order,42854425,dawnturner@hotmail.com,hicksjill@gmail.com,108
590.52,instore,42870616,vegachristopher@hotmail.com,ypoole@yahoo.com,80
9326.27,order,42882695,sara16@gmail.com,timothy89@hotmail.com,93
2697.12,instore,42933540,christopherjohnson@hotmail.com,scottlaura@hotmail.com,24
9942.96,instore,43036448,hickmanjustin@gmail.com,ypoole@yahoo.com,175
3103.79,instore,43122691,hickmanjustin@gmail.com,robin82@gmail.com,59
9141.86,order,43187584,burkeaudrey@gmail.com,ginameyer@gmail.com,67
9703.62,order,43224036,nancynorris@hotmail.com,frederickpatricia@hotmail.com,149
7595.04,order,43238750,richteresa@hotmail.com,ulee@gmail.com,98
9672.54,instore,43325191,dylandavis@yahoo.com,antonio16@hotmail.com,180
2466.01,order,43400027,josephhurley@gmail.com,debrabrown@gmail.com,105
9878.1,instore,43465903,khart@gmail.com,bwallace@gmail.com,33
1195.28,instore,43475407,robertsangelica@yahoo.com,blackmallory@hotmail.com,103
777.85,order,43519484,hoodaaron@gmail.com,jacklawson@yahoo.com,42
1819.83,order,43623013,christopher78@gmail.com,nancy66@yahoo.com,156
9137.55,instore,43788569,sarah45@hotmail.com,freemantammy@yahoo.com,197
7012.6,instore,43821730,simsdaniel@gmail.com,nancy66@yahoo.com,9
8090.26,order,43831852,perrysarah@yahoo.com,sarah40@hotmail.com,32
9140.97,instore,43891351,jeffrey38@gmail.com,verickson@yahoo.com,80
8552.56,instore,43904099,cruzstephen@yahoo.com,deborahmacias@yahoo.com,83
4940.23,instore,43973545,martindanielle@hotmail.com,roger36@hotmail.com,154
7300.32,order,43980871,pamelabrennan@gmail.com,elucero@hotmail.com,117
6689.04,order,44002459,benjaminashley@hotmail.com,holmesbrian@yahoo.com,28
1132.41,instore,44004682,susan94@gmail.com,taylorjose@hotmail.com,94
4225.77,order,44123147,dylandavis@yahoo.com,anthonyjackson@hotmail.com,118
1351.99,order,44160999,sarah45@hotmail.com,llopez@yahoo.com,145
8809.49,instore,44191061,chadbrown@yahoo.com,sanchezkenneth@yahoo.com,13
3382.55,instore,44310820,nataliepayne@gmail.com,coxregina@yahoo.com,22
9770.8,order,44376284,qmiller@gmail.com,ifowler@hotmail.com,96
9476.85,order,44378301,steven22@yahoo.com,bflores@gmail.com,161
5485.66,instore,44379209,hillrichard@yahoo.com,youngshawn@gmail.com,177
2971.17,instore,44402419,marisa99@hotmail.com,iguzman@hotmail.com,161
7416.66,instore,44501297,devon02@yahoo.com,kristin05@hotmail.com,182
2330.52,instore,44552213,theodore39@yahoo.com,andrew22@yahoo.com,14
3439.74,order,44625603,piercemary@hotmail.com,randy38@hotmail.com,100
3847.31,order,44875398,batesfrancisco@gmail.com,rhondachandler@yahoo.com,79
5479.43,order,44880545,schultzlouis@gmail.com,roger36@hotmail.com,195
3056.85,order,44924034,hansonjustin@gmail.com,ruizhoward@yahoo.com,85
141.36,instore,45016059,benjaminashley@hotmail.com,smithshaun@gmail.com,54
6225.76,order,45018701,dcooper@yahoo.com,clarkdaniel@hotmail.com,62
7003.24,order,45178740,lawrencetammy@yahoo.com,saracook@hotmail.com,17
9739.97,order,45257957,arthur79@yahoo.com,kevinford@yahoo.com,115
208.95,order,45397936,kmcintosh@hotmail.com,josephortega@hotmail.com,8
9483.53,instore,45511219,vegachristopher@hotmail.com,andersonjeremy@hotmail.com,84
7034.99,instore,45610240,steven22@yahoo.com,matthew70@hotmail.com,61
3242.93,order,45759376,nicholsjames@yahoo.com,iking@gmail.com,196
3272.72,order,45800887,michelle77@hotmail.com,whitneywalker@gmail.com,100
576.17,instore,45838545,jasongood@hotmail.com,michellechapman@yahoo.com,77
4462.13,order,45886164,nrivera@hotmail.com,rogersheidi@gmail.com,119
7069.29,order,45949487,adyer@gmail.com,jose79@hotmail.com,159
1022.98,order,45984563,williamsjoseph@hotmail.com,clayjack@gmail.com,14
4230.76,order,46044297,caitlyn52@gmail.com,christianjacobs@yahoo.com,22
4323.4,order,46072801,boltonbianca@yahoo.com,taylorjose@hotmail.com,65
7238.08,instore,46123800,kmcintosh@hotmail.com,kristin05@hotmail.com,122
5175.5,instore,46239532,baileysarah@yahoo.com,bullockrichard@gmail.com,109
8585.98,instore,46288912,nicholas81@hotmail.com,matthew70@hotmail.com,156
9577.28,order,46303578,tim51@yahoo.com,michelle29@yahoo.com,183
575.82,instore,46332950,brianna51@hotmail.com,hpowers@gmail.com,56
734.21,order,46338686,marcmoore@yahoo.com,zprice@yahoo.com,190
1756.01,order,46373533,hoodaaron@gmail.com,taylorrodriguez@yahoo.com,125
582.36,instore,46441560,burkeaudrey@gmail.com,awhite@yahoo.com,75
4943.87,instore,46442802,cody17@hotmail.com,mortiz@gmail.com,162
3096.18,instore,46445995,nicole07@gmail.com,jessica86@gmail.com,103
9603.45,instore,46586865,chapmandouglas@hotmail.com,colleen86@yahoo.com,65
6699.38,instore,46621917,aaron16@yahoo.com,myerstyrone@yahoo.com,126
812.59,order,46630841,aross@yahoo.com,danieltucker@gmail.com,80
3261.7,order,46692252,piercemary@hotmail.com,holmesbrian@yahoo.com,122
1977.34,instore,46775320,carriemurphy@yahoo.com,robin82@gmail.com,123
8927.24,order,46777881,smartin@yahoo.com,robertmoore@gmail.com,36
3579.13,instore,46872937,michaelgibson@hotmail.com,tylerward@hotmail.com,140
9761.07,instore,46898302,christopher54@yahoo.com,richdesiree@hotmail.com,194
4292.4,instore,46979025,steven22@yahoo.com,loretta79@yahoo.com,197
8150.43,instore,47006775,pmclaughlin@yahoo.com,allenlee@hotmail.com,10
4206.63,instore,47038370,zkennedy@gmail.com,michellechapman@yahoo.com,122
2633.19,instore,47052765,megan90@gmail.com,marshalljacob@hotmail.com,89
1235.95,instore,47096592,aaron16@yahoo.com,hmeyer@gmail.com,54
2782.14,order,47251632,khart@gmail.com,smithrebecca@gmail.com,172
8901.88,instore,47286689,simsdaniel@gmail.com,allenlee@hotmail.com,197
341.29,instore,47290556,robinsonsean@yahoo.com,cheryl77@hotmail.com,68
9573.72,instore,47381186,rodriguezemily@hotmail.com,bgeorge@yahoo.com,174
3822.83,instore,47478664,sfletcher@yahoo.com,richdesiree@hotmail.com,114
6919.49,instore,47507050,theresahuynh@yahoo.com,smithrebecca@gmail.com,164
8991.87,order,47589773,sara16@gmail.com,julie08@yahoo.com,88
7590.81,order,47625600,timothy33@gmail.com,swagner@hotmail.com,54
849.16,order,47665651,jonesjason@hotmail.com,hicksjill@gmail.com,83
2975.77,order,47683761,singhmatthew@hotmail.com,loretta79@yahoo.com,144
8336.51,instore,47701007,steven22@yahoo.com,gregorymoran@hotmail.com,115
5210.61,order,47724419,pamelabrennan@gmail.com,austinwilson@hotmail.com,80
890.67,instore,47891739,calvinmayo@gmail.com,lmoyer@yahoo.com,135
9005.51,order,47902077,edward11@gmail.com,qlopez@gmail.com,156
3724.21,order,47944916,megan90@gmail.com,verickson@yahoo.com,116
4054.61,instore,47960732,david44@hotmail.com,awhite@yahoo.com,81
2610.07,order,47961111,carriemurphy@yahoo.com,saracook@hotmail.com,3
567.88,order,48035620,matthewsimon@gmail.com,vvelazquez@hotmail.com,75
5778.47,order,48035842,diazloretta@hotmail.com,bcampbell@gmail.com,83
292.08,order,48056281,churchbrandi@gmail.com,murphyzachary@hotmail.com,7
4620.79,order,48086721,jasongood@hotmail.com,ryan70@yahoo.com,144
9416.99,order,48222006,maureen37@hotmail.com,toddroberts@gmail.com,47
5821.02,order,48230780,diazloretta@hotmail.com,wdowns@hotmail.com,179
670.68,instore,48269025,cruzstephen@yahoo.com,robin82@gmail.com,127
4869.65,instore,48275934,timothy33@gmail.com,elucero@hotmail.com,100
6068.64,order,48279147,jonesjason@hotmail.com,iking@gmail.com,58
2438.98,instore,48303576,harrisdanielle@gmail.com,sbrown@yahoo.com,131
9729.45,instore,48328777,ruizsara@yahoo.com,richdesiree@hotmail.com,108
5627.09,order,48379243,carriemurphy@yahoo.com,john90@yahoo.com,23
6447.05,instore,48409001,robertsleslie@hotmail.com,kevinford@yahoo.com,25
5213.35,instore,48469203,simsdaniel@gmail.com,marshalljacob@hotmail.com,90
7022.89,instore,48492430,donnagreen@hotmail.com,brightkathleen@hotmail.com,167
6209.37,order,48502740,robertsangelica@yahoo.com,nancy66@yahoo.com,144
2149.24,instore,48559881,ayersjudith@yahoo.com,jacklawson@yahoo.com,134
9251.58,instore,48568197,edward43@gmail.com,vvelazquez@hotmail.com,159
3200.15,order,48586504,ayersjudith@yahoo.com,johnsonrobert@gmail.com,158
3529.57,instore,48622912,marcmoore@yahoo.com,ymullen@hotmail.com,26
158.33,instore,48689250,batesfrancisco@gmail.com,john85@yahoo.com,175
7908.12,order,48787680,hoodaaron@gmail.com,bgeorge@yahoo.com,143
7706.54,order,48799645,nrivera@hotmail.com,frederickpatricia@hotmail.com,185
8701.39,instore,48818049,cruzstephen@yahoo.com,ypoole@yahoo.com,138
8773.03,order,48858083,wadams@yahoo.com,datkinson@gmail.com,17
4181.7,order,48909105,kevincook@hotmail.com,andrew22@yahoo.com,122
4185.61,instore,48954839,dcooper@yahoo.com,kevinford@yahoo.com,30
3194.97,instore,49063486,michaelgibson@hotmail.com,franksantana@hotmail.com,178
9994.1,instore,49076547,pamelabrennan@gmail.com,markwest@yahoo.com,139
654.54,instore,49316469,donald23@gmail.com,bgeorge@yahoo.com,200
6734.03,order,49326376,victormolina@gmail.com,mortiz@gmail.com,139
1912.01,instore,49450996,ayersjudith@yahoo.com,zwatkins@yahoo.com,105
5818.4,order,49472080,hharrington@yahoo.com,gregorymoran@hotmail.com,75
2420.95,instore,49474725,tammy54@gmail.com,john87@hotmail.com,186
4810.87,order,49676242,theodore39@yahoo.com,cboone@yahoo.com,117
1033.3,order,49693287,susan94@gmail.com,franksantana@hotmail.com,58
7022.93,instore,49704402,singhmatthew@hotmail.com,stevenrobbins@gmail.com,35
2942.31,instore,49968729,haydenlauren@yahoo.com,youngshawn@gmail.com,4
1486.57,order,50004652,theresahuynh@yahoo.com,bflores@gmail.com,119
7562.5,order,50066919,josephlopez@hotmail.com,holmesbrian@yahoo.com,88
2815.35,instore,50086450,nrivera@hotmail.com,markwest@yahoo.com,193
5161.22,order,50116492,garypetersen@yahoo.com,ryan70@yahoo.com,35
922.85,order,50338054,churchbrandi@gmail.com,christianjacobs@yahoo.com,110
4720.39,instore,50475803,sramirez@hotmail.com,vvelazquez@hotmail.com,165
5004.7,order,50475926,khart@gmail.com,jpruitt@gmail.com,9
5007.32,order,50532315,hansonjustin@gmail.com,ypoole@yahoo.com,167
3374.55,instore,50540242,natalie62@hotmail.com,smithshaun@gmail.com,1
3543.22,instore,50591657,adyer@gmail.com,qeverett@yahoo.com,3
7595.54,instore,50747467,nicholenguyen@gmail.com,bgeorge@yahoo.com,94
5204.87,instore,50775330,vegachristopher@hotmail.com,mitchellwilliam@yahoo.com,30
9455.17,instore,50793877,kristina44@hotmail.com,bflores@gmail.com,32
4696.84,instore,50815159,chapmandouglas@hotmail.com,zprice@yahoo.com,101
6238.05,order,51079307,elizabethleach@gmail.com,robertmoore@gmail.com,55
9688.08,instore,51095796,hharrington@yahoo.com,qlopez@gmail.com,199
2956.91,instore,51125288,nicholsjames@yahoo.com,saracook@hotmail.com,156
6953.6,order,51157777,crystalthompson@yahoo.com,debrabrown@gmail.com,88
9960.23,order,51247867,nicholsjames@yahoo.com,darylmartinez@gmail.com,13
2505.74,instore,51267803,wprice@gmail.com,danielsmichael@yahoo.com,157
5302.94,order,51275228,kristina44@hotmail.com,carriehampton@yahoo.com,150
814.96,instore,51302238,burkeaudrey@gmail.com,robertmoore@gmail.com,136
3008.86,order,51302887,guerrakathryn@yahoo.com,andersonjeremy@hotmail.com,85
4167.62,instore,51343378,vegaphillip@hotmail.com,vvelazquez@hotmail.com,54
4120.95,order,51390969,hoodaaron@gmail.com,ifowler@hotmail.com,180
9107.24,order,51448066,hancockdonna@gmail.com,clarkdaniel@hotmail.com,97
8142.1,instore,51626730,edward43@gmail.com,holmesbrian@yahoo.com,158
6403.82,instore,51680404,santiagodenise@hotmail.com,fuentesmark@yahoo.com,52
3121.46,instore,51687694,nicolejohnson@gmail.com,jessica86@gmail.com,195
8591.15,order,51816292,ayersjudith@yahoo.com,ian91@yahoo.com,166
751.29,instore,51816872,batesfrancisco@gmail.com,tylerward@hotmail.com,186
7538.48,instore,51850876,rsuarez@gmail.com,richdesiree@hotmail.com,55
8422.06,order,51997830,jasongood@hotmail.com,datkinson@gmail.com,42
8216.09,instore,52054822,sramirez@hotmail.com,rachelduke@yahoo.com,26
2044.95,instore,52074639,chadbrown@yahoo.com,josephodom@hotmail.com,140
2959.97,instore,52119026,riosjames@hotmail.com,mitchellwilliam@yahoo.com,144
3600.19,instore,52183072,kblake@yahoo.com,lmoyer@yahoo.com,174
1148.55,order,52244407,rcarlson@hotmail.com,yrobinson@yahoo.com,176
3036.63,instore,52273599,chapmandouglas@hotmail.com,qlopez@gmail.com,179
7911.64,order,52299575,tammy54@gmail.com,tracyriley@yahoo.com,93
6510.46,instore,52316883,vegachristopher@hotmail.com,ypoole@yahoo.com,105
7869.74,instore,52319136,clementschristina@yahoo.com,frederickpatricia@hotmail.com,107
6685.93,instore,52386527,jensenlisa@hotmail.com,janetjackson@hotmail.com,163
2598.45,order,52417771,yujoy@yahoo.com,allison30@gmail.com,39
4239.6,instore,52509995,christopher54@yahoo.com,kramerthomas@yahoo.com,133
7867.05,instore,52564970,qperez@gmail.com,kevinford@yahoo.com,124
2580.15,order,52595707,johnbriggs@yahoo.com,janetjackson@hotmail.com,175
8794.52,order,52764707,marcmoore@yahoo.com,whitneywalker@gmail.com,46
9126.16,order,52782152,pmclaughlin@yahoo.com,sandraanthony@hotmail.com,44
7526.54,order,52799068,josephhurley@gmail.com,bgeorge@yahoo.com,98
6412.39,order,52815317,hansonjustin@gmail.com,manuel09@yahoo.com,186
8192.39,instore,52939600,zimmermanadam@gmail.com,robin82@gmail.com,168
8983.08,instore,52954696,edward11@gmail.com,coxregina@yahoo.com,19
2457.92,order,53138804,corey19@yahoo.com,ericayoung@gmail.com,59
6853.67,instore,53141231,kathleencruz@gmail.com,hicksjill@gmail.com,24
8580.81,order,53196682,kelleydanielle@yahoo.com,qturner@gmail.com,90
6301.13,order,53206558,singhmatthew@hotmail.com,taylorjose@hotmail.com,62
3954.47,instore,53213631,christopher54@yahoo.com,robin82@gmail.com,96
3743.62,order,53240040,johnbriggs@yahoo.com,tracyriley@yahoo.com,112
2322.96,order,53291813,julie85@hotmail.com,yrobinson@yahoo.com,65
737.19,order,53311399,kblake@yahoo.com,scottlaura@hotmail.com,91
3761.78,order,53347015,williamgarcia@gmail.com,clarkdaniel@hotmail.com,155
6106.19,order,53483973,benjaminashley@hotmail.com,qturner@gmail.com,155
8739.1,instore,53684370,tim51@yahoo.com,coxregina@yahoo.com,128
2516.42,instore,53696113,djohns@hotmail.com,wsteele@gmail.com,188
4887.06,instore,53711168,jensenlisa@hotmail.com,robin82@gmail.com,192
8443.42,order,53806215,brad35@gmail.com,wilkersonamy@hotmail.com,195
2811.74,order,53833587,rcarlson@hotmail.com,kennedykenneth@gmail.com,132
9708.31,instore,53856678,cody17@hotmail.com,heatherbailey@gmail.com,30
2207.65,order,53875952,williamgarcia@gmail.com,ifowler@hotmail.com,106
1675.92,order,53989741,kimberly23@gmail.com,freemantammy@yahoo.com,75
1466.98,instore,54145658,jscott@hotmail.com,kevinford@yahoo.com,134
5255.44,instore,54157835,jerry44@hotmail.com,lward@gmail.com,121
2443.76,order,54250703,kristina44@hotmail.com,rogersheidi@gmail.com,193
1012,instore,54255777,piercemary@hotmail.com,wsteele@gmail.com,136
7618.81,order,54295902,kelleydanielle@yahoo.com,hpowers@gmail.com,119
4014.6,instore,54323018,robertsleslie@hotmail.com,andrew22@yahoo.com,172
3332.8,order,54338425,victormolina@gmail.com,lward@gmail.com,103
587.79,instore,54345102,sheri72@yahoo.com,alexandermark@yahoo.com,24
816.08,order,54390546,zkennedy@gmail.com,johnsonrobert@gmail.com,86
8907.48,instore,54494527,xpayne@gmail.com,samanthamartin@yahoo.com,83
5774.5,instore,54552180,jerry44@hotmail.com,colleen86@yahoo.com,131
5812.89,instore,54575882,josephlopez@hotmail.com,gregory99@gmail.com,50
6217.19,order,54603349,garypetersen@yahoo.com,rachelduke@yahoo.com,41
4596.68,order,54726352,tammy54@gmail.com,zwalls@yahoo.com,54
660.58,instore,54728622,jasongood@hotmail.com,timothy89@hotmail.com,11
9928.28,order,54729896,jamiemcguire@yahoo.com,bflores@gmail.com,106
7632.86,instore,54736252,josephhurley@gmail.com,kennedykenneth@gmail.com,89
4466.72,order,54746275,nataliepayne@gmail.com,michelle29@yahoo.com,23
7225.51,order,54829985,kevincook@hotmail.com,ruizhoward@yahoo.com,22
9929.68,instore,54937611,shannon80@gmail.com,bcampbell@gmail.com,26
2504.5,instore,54943445,corey19@yahoo.com,gregory99@gmail.com,34
6404.36,instore,55131995,sara16@gmail.com,jessica86@gmail.com,26
8822.57,order,55157506,aross@yahoo.com,jacklawson@yahoo.com,140
6673.73,instore,55212120,susanmartinez@hotmail.com,anthonyjackson@hotmail.com,39
5286.59,order,55225359,maureen37@hotmail.com,marshalljacob@hotmail.com,158
5200.31,instore,55279291,nicholenguyen@gmail.com,rodriguezdebra@gmail.com,41
8407.66,order,55369534,santiagodenise@hotmail.com,ruizhoward@yahoo.com,136
4976.37,instore,55390903,rsuarez@gmail.com,bflores@gmail.com,92
9903.55,order,55455381,victormolina@gmail.com,tiffany30@hotmail.com,179
1391.3,order,55487474,riosjames@hotmail.com,carriehampton@yahoo.com,186
9812.5,order,55570480,jody59@hotmail.com,fuentesmark@yahoo.com,84
8257.86,order,55592741,christopherjohnson@hotmail.com,smithrebecca@gmail.com,84
6091.55,instore,55627207,kblake@yahoo.com,nancy66@yahoo.com,68
7630.04,order,55651080,jasonburgess@gmail.com,myerstyrone@yahoo.com,138
8739.57,order,55670258,jody59@hotmail.com,qturner@gmail.com,91
3560.76,instore,55786522,stephenhudson@yahoo.com,tylerward@hotmail.com,193
2099.35,instore,55788816,hillrichard@yahoo.com,smithshaun@gmail.com,132
9543.01,order,55790710,william48@hotmail.com,johnsonrobert@gmail.com,137
326.79,instore,55822046,moraleslori@yahoo.com,wayala@yahoo.com,81
557.06,order,55905817,natalie62@hotmail.com,angelica23@hotmail.com,79
9321.61,instore,56027617,arthur79@yahoo.com,rodriguezdebra@gmail.com,161
6298.85,instore,56060911,jonesjason@hotmail.com,lawrenceharris@hotmail.com,51
1505.13,order,56065350,edward43@gmail.com,jesse24@yahoo.com,131
9746.28,order,56069570,paynealan@hotmail.com,allison30@gmail.com,200
1321.67,order,56117554,hartmanalison@yahoo.com,rachelduke@yahoo.com,65
4788.74,order,56153446,cody17@hotmail.com,pedronguyen@hotmail.com,70
4845.62,instore,56172539,moraleslori@yahoo.com,ulee@gmail.com,115
3680.77,order,56174397,sarah45@hotmail.com,rogersheidi@gmail.com,56
7949.22,instore,56247695,zimmermanadam@gmail.com,qturner@gmail.com,92
1755.57,order,56325676,stephenhudson@yahoo.com,autumnbryant@hotmail.com,167
4886.45,instore,56364422,xpayne@gmail.com,smoore@hotmail.com,106
822.38,instore,56366716,twang@gmail.com,qlopez@gmail.com,11
5375.58,instore,56448030,jeffreystephens@hotmail.com,whitneywalker@gmail.com,32
5094.31,order,56536553,jody59@hotmail.com,ginameyer@gmail.com,5
9048.72,order,56554212,nrivera@hotmail.com,ian91@yahoo.com,51
7220.89,order,56604665,donald23@gmail.com,herrerajacqueline@gmail.com,61
9442.53,order,56664966,nicholenguyen@gmail.com,janetjackson@hotmail.com,31
3351.69,instore,56746921,churchbrandi@gmail.com,darylmartinez@gmail.com,172
6794.08,order,56918960,kevincook@hotmail.com,kennedykenneth@gmail.com,92
6490.51,order,56980554,adamsjason@gmail.com,josephortega@hotmail.com,164
607.09,order,57015828,diazloretta@hotmail.com,roger36@hotmail.com,90
6839.23,order,57055596,harrisdanielle@gmail.com,autumnbryant@hotmail.com,79
5461.36,instore,57070544,simsdaniel@gmail.com,christianjacobs@yahoo.com,153
7162.4,order,57093239,kelleydanielle@yahoo.com,tracyriley@yahoo.com,145
5173.57,order,57170572,haydenlauren@yahoo.com,dennis77@yahoo.com,4
2641.27,order,57186504,cody17@hotmail.com,coxregina@yahoo.com,123
7483.26,instore,57238005,ericacarter@gmail.com,blackmallory@hotmail.com,131
2848.29,order,57245263,hoodaaron@gmail.com,michelle29@yahoo.com,67
8824.86,order,57375908,ingrambrittany@yahoo.com,saracook@hotmail.com,47
7740.37,instore,57397603,diazloretta@hotmail.com,sandraanthony@hotmail.com,185
4110.92,instore,57429038,hallscott@yahoo.com,qturner@gmail.com,170
8995,instore,57439006,michelle77@hotmail.com,heatherbailey@gmail.com,60
2567.8,order,57541723,dcooper@yahoo.com,rogersheidi@gmail.com,174
9608.6,order,57597980,theodore39@yahoo.com,zacharyluna@yahoo.com,121
1820.55,instore,57681269,donald23@gmail.com,coxregina@yahoo.com,198
5478.68,instore,57771212,kelleydanielle@yahoo.com,anthonyjackson@hotmail.com,198
3624.54,order,57789699,piercemary@hotmail.com,richdesiree@hotmail.com,141
4297.5,instore,57844732,djohns@hotmail.com,youngshawn@gmail.com,39
7366.63,order,57895871,twang@gmail.com,nancy66@yahoo.com,198
1360.42,order,57941998,guerrakathryn@yahoo.com,allison30@gmail.com,187
3242.3,instore,57987163,sheriscott@gmail.com,jpruitt@gmail.com,67
2909.84,order,58117316,djohns@hotmail.com,brightkathleen@hotmail.com,29
1494.27,instore,58162262,baileysarah@yahoo.com,dennis77@yahoo.com,27
8098.56,instore,58196779,whitechristine@hotmail.com,ymullen@hotmail.com,141
9422.2,instore,58227695,whitechristine@hotmail.com,ian91@yahoo.com,73
1820.25,order,58242209,brianna51@hotmail.com,wilkersonamy@hotmail.com,35
6963.33,order,58269886,kblake@yahoo.com,fuentesmark@yahoo.com,143
9671.95,instore,58273470,paynealan@hotmail.com,wayala@yahoo.com,98
722.08,order,58391273,lawrencetammy@yahoo.com,bgeorge@yahoo.com,123
8985.35,instore,58511503,oliviagarrett@yahoo.com,ginameyer@gmail.com,143
1809.79,instore,58517857,susanmartinez@hotmail.com,tracyriley@yahoo.com,190
9061.48,instore,58520468,susanmartinez@hotmail.com,staciesmith@gmail.com,184
406.78,order,58526453,paynealan@hotmail.com,tiffany30@hotmail.com,199
8993.29,order,58613269,jeffreystephens@hotmail.com,cheryl77@hotmail.com,86
7586.61,order,58623152,shannon80@gmail.com,stevensawyer@hotmail.com,25
4882.09,order,58628065,zimmermanadam@gmail.com,christianjacobs@yahoo.com,153
7231.56,instore,58641453,jody59@hotmail.com,stevenrobbins@gmail.com,143
2984.4,order,58795170,theresahuynh@yahoo.com,andersonjeremy@hotmail.com,153
2761.44,instore,58805497,christophergillespie@yahoo.com,zwatkins@yahoo.com,68
2513.63,instore,58828090,hillrichard@yahoo.com,carriehampton@yahoo.com,171
8750.63,order,58829929,xpayne@gmail.com,mortiz@gmail.com,38
1012.82,order,58895511,michaelgibson@hotmail.com,scottlaura@hotmail.com,7
6421.04,instore,58900154,moraleslori@yahoo.com,jpruitt@gmail.com,182
572.74,instore,58907894,rodriguezemily@hotmail.com,qlopez@gmail.com,195
9205.64,instore,58943496,corey19@yahoo.com,lmoyer@yahoo.com,175
8116.57,instore,58945681,hartmanalison@yahoo.com,herrerajacqueline@gmail.com,18
7923.24,instore,59006350,brianna51@hotmail.com,jesse24@yahoo.com,177
4078.95,order,59012092,hillrichard@yahoo.com,llopez@yahoo.com,30
3456.94,instore,59017608,reillyjessica@hotmail.com,qeverett@yahoo.com,51
9059.08,instore,59042266,haydenlauren@yahoo.com,sbrown@yahoo.com,117
9625.58,order,59063841,brad35@gmail.com,bwallace@gmail.com,92
5635.14,order,59116684,victormolina@gmail.com,marshalljacob@hotmail.com,101
2009.37,order,59150909,susan94@gmail.com,michellechapman@yahoo.com,45
2939.47,order,59241164,kristina44@hotmail.com,datkinson@gmail.com,192
8037,instore,59364085,williamgarcia@gmail.com,juliedelgado@hotmail.com,147
5668.83,instore,59373544,sfletcher@yahoo.com,randy38@hotmail.com,194
5227.37,order,59412601,sheri72@yahoo.com,qeverett@yahoo.com,5
5110.96,order,59492757,robertsleslie@hotmail.com,colleen86@yahoo.com,61
5992.02,instore,59501657,santiagodenise@hotmail.com,amysampson@yahoo.com,17
4375.27,instore,59559801,haydenlauren@yahoo.com,qturner@gmail.com,159
8807.46,instore,59568506,johnsonveronica@hotmail.com,jpruitt@gmail.com,161
5359.32,order,59676843,natalie62@hotmail.com,jacklawson@yahoo.com,8
8362.55,instore,59902249,zkennedy@gmail.com,john85@yahoo.com,18
3543.37,order,59907770,jasongood@hotmail.com,clarkdaniel@hotmail.com,23
1644.86,instore,59918455,chapmandouglas@hotmail.com,samanthamartin@yahoo.com,132
9435.59,instore,59938972,baileysarah@yahoo.com,freemantammy@yahoo.com,154
622.66,instore,59964025,theodore39@yahoo.com,stevensawyer@hotmail.com,7
2496.2,order,59975113,cody17@hotmail.com,bgeorge@yahoo.com,80
9824.9,order,60013217,josephlopez@hotmail.com,wayala@yahoo.com,54
2552.89,order,60046208,shirley29@hotmail.com,mortiz@gmail.com,182
5350.99,order,60121066,reillyjessica@hotmail.com,angela14@hotmail.com,81
6937.32,order,60146557,adamsjason@gmail.com,taylorjose@hotmail.com,40
3425.95,instore,60224798,martindanielle@hotmail.com,randy38@hotmail.com,132
